tweet,polaritas,sentimen
"['gramterigu', 'protein', 'rp', 'gramsusu', 'bubuk', 'rp', 'gramgula', 'pasir', 'rp', 'butirkuning', 'telur', 'rp', 'gramlabu', 'kuning', 'rp', 'mlsusu', 'cair', 'dingin', 'rp', 'grammargarine', 'rp', 'meises', 'rp', 'harga', 'rp']",-3,Negatif
"['ayo', 'jajan', 'jual', 'kacang', 'telur', 'harga', 'jajanan', 'tokoku', 'silahkan', 'mampirrr', 'jb']",11,Positif
"['ayo', 'jajan', 'jual', 'kacang', 'telur', 'harga', 'jajanan', 'tokoku', 'silahkan', 'mampirrr', 'guis']",11,Positif
"['fess', 'open', 'order', 'ekado', 'isian', 'telur', 'puyuh', 'dibalut', 'daging', 'ayam', 'isian', 'mozarella', 'harga', 'isian', 'telur', 'puyuh', 'kpcs', 'isian', 'mozarella', 'kpcs', 'dom', 'malang', 'promo', 'disc', 'pemesanan', 'dm']",2,Positif
"['ayo', 'jajan', 'jual', 'kacang', 'telur', 'harga', 'jajanan', 'tokoku', 'silahkan', 'mampirrr', 'ppp']",11,Positif
"['guis', 'open', 'order', 'ekado', 'isian', 'telur', 'puyuh', 'dibalut', 'daging', 'ayam', 'isian', 'mozarella', 'harga', 'isian', 'telur', 'puyuh', 'kpcs', 'isian', 'mozarella', 'kpcs', 'dom', 'malang', 'promo', 'disc', 'pemesanan', 'dm']",2,Positif
"['pempek', 'radial', 'asli', 'palembang', 'pempek', 'selem', 'telor', 'lenjer', 'adaan', 'lenjer', 'kulit', 'paketan', 'harga', 'terjangkau', 'minat', 'order', 'dm']",17,Positif
"['dikasih', 'telor', 'butir', 'ngrebusnya', 'pakai', 'drama', 'menguras', 'emosi', 'harga', 'air', 'uni', 'burir', 'telor', 'sungguh', 'merepotkn', 'smua', 'kalangn', 'menjamin', 'kebutuhn', 'protein', 'seumur', 'hidup', 'ikatan', 'cinta', 'putri', 'pangeran', 'walaupn', 'dunia', 'terbalik']",10,Positif
"['dirumah', 'kos', 'apartment', 'dimana', 'iseng', 'makan', 'mie', 'bosan', 'nasi', 'telor', 'bosan', 'tawarkan', 'solusi', 'baso', 'sapi', 'asli', 'baso', 'harga', 'ribu', 'nett', 'rumah', 'gratis', 'tergantung', 'lokasi', 'minimal', 'order', 'whats', 'app']",11,Positif
"['ayo', 'jajan', 'jual', 'kacang', 'telur', 'harga', 'jajanan', 'tokoku', 'silahkan', 'mampirrr']",11,Positif
"['ayo', 'jajan', 'jual', 'kacang', 'telur', 'harga', 'jajanan', 'tokoku', 'silahkan', 'mampirrr']",11,Positif
"['dirumah', 'kos', 'apartment', 'dimana', 'iseng', 'makan', 'mie', 'bosan', 'nasi', 'telor', 'bosan', 'tawarkan', 'solusi', 'baso', 'sapi', 'asli', 'baso', 'harga', 'ribu', 'nett', 'rumah', 'gratis', 'tergantung', 'lokasi', 'minimal', 'order', 'whats', 'app']",11,Positif
"['demennya', 'telur', 'matengtapi', 'telur', 'harga']",6,Positif
"['pengen', 'sbux', 'tumblr', 'day', 'daya', 'isian', 'kulkas', 'kosong', 'harga', 'sbux', 'kg', 'telor', 'ayam', 'mari', 'cari', 'alternatifnya', 'beli', 'es', 'degan']",5,Positif
"['tabe', 'google', 'harga', 'telur', 'rak']",6,Positif
"['anak', 'kost', 'cek', 'kesehatan', 'dokternya', 'gini', 'adik', 'kurangi', 'makan', 'tempe', 'telur', 'proteinnya', 'persendiannya', 'sakit', 'kurangi', 'makanan', 'wajib', 'anak', 'kost', 'harga', 'pas', 'kantong', 'suka', 'suka', 'suka']",3,Positif
"['okay', 'mood', 'twiteran', 'naek', 'turun', 'harga', 'telor']",10,Positif
"['hukum', 'ekonomi', 'stok', 'melimpah', 'permintaan', 'menurun', 'otomatis', 'menjatuhkan', 'harga', 'jual', 'stok', 'telur', 'dipasaran', 'berlimpah', 'harganya', 'murah', 'dijajakan', 'pinggir', 'jalan']",4,Positif
"['sisca', 'kohl', 'mie', 'instan', 'seharga', 'juta', 'makan', 'mie', 'harga', 'topping', 'telor', 'sawi', 'diem', 'uda']",11,Positif
"['seenggak', 'diorde', 'disuruh', 'kewarung', 'emak', 'bawa', 'duit', 'cebandapet', 'beras', 'litertelorindomiekerupuk', 'upahnya', 'beli', 'es', 'limun', 'disedot', 'warung', 'rumahkebutuhan', 'pokok', 'harga', 'pas', 'gaji', 'pns', 'naekgak', 'kaya']",16,Positif
"['real', 'trader', 'slalu', 'membeli', 'telur', 'meletakkan', 'telurnya', 'keranjang', 'berbeda', 'real', 'investor', 'akn', 'slalu', 'menjual', 'aset', 'ruang', 'bergeraknya', 'harga', 'murah', 'bom', 'membunuh', 'permainan', 'raja', 'singkat', 'power', 'visi']",2,Positif
"['dirumah', 'kos', 'apartment', 'dimana', 'iseng', 'makan', 'mie', 'bosan', 'nasi', 'telor', 'bosan', 'tawarkan', 'solusi', 'baso', 'sapi', 'asli', 'baso', 'harga', 'ribu', 'nett', 'rumah', 'gratis', 'tergantung', 'lokasi', 'minimal', 'order', 'whats', 'app']",11,Positif
"['pempek', 'radial', 'asli', 'palembang', 'pempek', 'selem', 'telor', 'lenjer', 'adaan', 'lenjer', 'kulit', 'paketan', 'harga', 'terjangkau', 'minat', 'order', 'dm']",17,Positif
"['harganya', 'seribu', 'telor', 'gulung', 'bihun', 'ribu', 'telor', 'gulung', 'doang', 'harga', 'jual', 'tukang', 'gulung', 'dagangnya', 'pakai', 'gerobak']",2,Positif
"['basically', 'harga', 'telur', 'art', 'harun']",3,Positif
"['ayo', 'jajan', 'jual', 'kacang', 'telur', 'harga', 'jajanan', 'tokoku', 'silahkan', 'mampirrr', 'jb']",11,Positif
"['fess', 'dagingan', 'uhm', 'beli', 'bumbu', 'maybe', 'minyak', 'kg', 'maybe', 'tergantung', 'pemakaian', 'menunya', 'orek', 'tempe', 'kecap', 'sayur', 'cah', 'kangkung', 'telur', 'dadar', 'campur', 'tepung', 'ngomong-ngomong', 'harga', 'lombok']",12,Positif
"['melewatkan', 'enaknya', 'cilok', 'cimol', 'telur', 'gulung', 'jajanan', 'harga', 'murah']",10,Positif
"['askrl', 'inget', 'harga', 'jajanan', 'sd', 'telur', 'gulung', 'rp']",3,Positif
"['besok', 'harga', 'telor', 'ceplok', 'infoin', 'nunggu', 'finalnya', 'semoga', 'murah', 'mint', 'choco']",11,Positif
"['beli', 'telor', 'warung', 'ucok', 'pakai', 'harga', 'teman']",7,Positif
"['fess', 'uda', 'cek', 'harga', 'sayur', 'lauk', 'tempatku', 'sawi', 'ikat', 'gede', 'pakai', 'masak', 'kangkung', 'pakai', 'kubis', 'gede', 'tempe', 'ribuan', 'telor', 'kg', 'beli', 'matengan', 'lodeh', 'soto', 'ayam', 'seharian']",3,Positif
"['fess', 'buka', 'cek', 'linknya', 'ready', 'keripik', 'pisang', 'keripik', 'kentang', 'cheese', 'stick', 'telur', 'gabus', 'dan', 'lain-lain', 'harga', 'cuss']",-1,Negatif
"['serasa', 'noodle', 'lokasinya', 'pier', 'coffee', 'ramennya', 'autentik', 'kota', 'jogja', 'makan', 'berasa', 'kaya', 'midnight', 'dinner', 'teliti', 'persatu', 'harga', 'lengkap', 'sayur', 'telur', 'miso', 'ramennya', 'favorit']",13,Positif
"['guis', 'open', 'order', 'ekado', 'isian', 'telur', 'puyuh', 'dibalut', 'daging', 'ayam', 'isian', 'mozarella', 'harga', 'isian', 'telur', 'puyuh', 'kpcs', 'isian', 'mozarella', 'kpcs', 'dom', 'malang', 'promo', 'disc', 'pemesanan', 'dm']",2,Positif
"['kaum', 'nambahin', 'telurnuggetsosisbakso', 'girangnya', 'kepalang', 'sanggup', 'pakai', 'toping', 'setara', 'harga', 'honda', 'beat']",7,Positif
"['pempek', 'radial', 'asli', 'palembang', 'pempek', 'selem', 'telor', 'lenjer', 'adaan', 'lenjer', 'kulit', 'paketan', 'harga', 'terjangkau', 'minat', 'order', 'dm']",17,Positif
"['nasi', 'goreng', 'kimchi', 'menggiurkan', 'memilih', 'berdasarkan', 'harga', 'murah', 'piring', 'telur', 'potongan', 'daging', 'sapi', 'kimchi', 'seonbin', 'menyesal', 'potongan']",-5,Negatif
"['sender', 'suka', 'jajan', 'pinggir', 'jalan', 'sempol', 'telor', 'gulung', 'harga', 'satuannya', 'seribuan', 'habis', 'makan', 'sakit', 'sedang', 'apa', 'takut', 'jajan', 'pinggir', 'jalan', 'kondisi', 'jualannya', 'bersih']",1,Positif
"['jaya', 'sawah', 'jakarta', 'siapin', 'kebutuhan', 'beras', 'dkisbg', 'warga', 'dki', 'bangga', 'telur', 'mahal', 'datangkan', 'jatim', 'harga', 'dki', 'stabilbukan', 'sawah', 'eehh', 'berasnya', 'impor', 'yntkts']",11,Positif
"['harga', 'telur', 'ayam', 'ras', 'juli', 'terimakasih', 'pelanggan', 'setia', 'berkah', 'mustika', 'farm', 'order', 'telur', 'fresh', 'konsultasi', 'berkah', 'mustika', 'farm', 'silahkan', 'menghubungi', 'nomor', 'official', 'email', 'jayenkcules', 'com']",20,Positif
"['harga', 'telur', 'ayam', 'ras', 'juli', 'terimakasih', 'pelanggan', 'setia', 'berkah', 'mustika', 'farm', 'kepercayaanya', 'order', 'telur', 'fresh', 'berkah', 'mustika', 'farm', 'silahkan', 'menghubungi', 'nomor', 'official', 'email', 'jayenkcules', 'com']",17,Positif
"['makan', 'telor', 'rebus', 'harga', 'rebu']",4,Positif
"['harga', 'telur', 'puyuh', 'suka', 'banget', 'beli', 'mateng', 'biji']",9,Positif
"['nama', 'kedai', 'dian', 'kebab', 'gede', 'banget', 'beneran', 'large', 'isian', 'full', 'shopeefood', 'harga', 'toping', 'telor', 'toping', 'keju', 'beli', 'pakai', 'voucher', 'shopee', 'murceee']",16,Positif
"['pempek', 'radial', 'asli', 'palembang', 'pempek', 'selem', 'telor', 'lenjer', 'adaan', 'lenjer', 'kulit', 'paketan', 'harga', 'terjangkau', 'minat', 'order', 'dm']",17,Positif
"['terheran', 'heran', 'harga', 'martabak', 'telor', 'tempatku', 'murah', 'banding', 'jakarta']",14,Positif
"['hahahahaa', 'mcm', 'harga', 'telur', 'mmg', 'cubit', 'habis', 'mkn']",3,Positif
"['harga', 'telor', 'kg']",3,Positif
"['ayo', 'jajan', 'jual', 'kacang', 'telur', 'harga', 'jajanan', 'tokoku', 'silahkan', 'mampirrr', 'ppp']",11,Positif
"['minyak', 'masak', 'melampau', 'harga', 'perasan', 'harga', 'telur', 'harga', 'pulak']",5,Positif
"['harga', 'telor', 'turun', 'harga', 'pakan']",7,Positif
"['ayo', 'jajan', 'jual', 'kacang', 'telur', 'harga', 'jajanan', 'tokoku', 'silahkan', 'mampirrr']",11,Positif
"['guis', 'open', 'order', 'ekado', 'isian', 'telur', 'puyuh', 'dibalut', 'daging', 'ayam', 'isian', 'mozarella', 'harga', 'isian', 'telur', 'puyuh', 'kpcs', 'isian', 'mozarella', 'kpcs', 'dom', 'malang', 'promo', 'disc', 'pemesanan', 'dm']",2,Positif
"['fess', 'open', 'order', 'ekado', 'isian', 'telur', 'puyuh', 'dibalut', 'daging', 'ayam', 'isian', 'mozarella', 'harga', 'isian', 'telur', 'puyuh', 'kpcs', 'isian', 'mozarella', 'kpcs', 'dom', 'malang', 'promo', 'disc', 'pemesanan', 'dm']",2,Positif
"['harga', 'telur', 'ayam', 'ras', 'juli', 'terimakasih', 'pelanggan', 'setia', 'berkah', 'mustika', 'farm', 'order', 'telur', 'fresh', 'konsultasi', 'berkah', 'mustika', 'farm', 'silahkan', 'menghubungi', 'nomor', 'official', 'email', 'jayenkcules', 'com']",20,Positif
"['berulang', 'nak', 'bagithau', 'kedai', 'kat', 'kawasan', 'kolej', 'kat', 'india', 'takde', 'letak', 'caj', 'delivery', 'kedai', 'runcit', 'kedai', 'makan', 'harga', 'menu', 'kedai', 'je', 'menu', 'delivery', 'nak', 'telur', 'bawang', 'beras', 'roti', 'call', 'je', 'dhantar']",4,Positif
"['dirumah', 'kos', 'apartment', 'dimana', 'iseng', 'makan', 'mie', 'bosan', 'nasi', 'telor', 'bosan', 'tawarkan', 'solusi', 'baso', 'sapi', 'asli', 'baso', 'harga', 'ribu', 'nett', 'rumah', 'gratis', 'tergantung', 'lokasi', 'minimal', 'order', 'whats', 'app']",11,Positif
"['bismillah', 'monggo', 'diorder', 'ibubapak', 'telur', 'asin', 'omega', 'kaya', 'protein', 'telur', 'dihasilkan', 'bebek', 'petelur', 'berkualitas', 'harga', 'perpack', 'rp', 'ribu', 'isi', 'pcs', 'lokasi', 'pamulangtangsel', 'pemesanan', 'via']",21,Positif
"['dirumah', 'kos', 'apartment', 'dimana', 'iseng', 'makan', 'mie', 'bosan', 'nasi', 'telor', 'bosan', 'tawarkan', 'solusi', 'baso', 'sapi', 'asli', 'baso', 'harga', 'ribu', 'nett', 'rumah', 'gratis', 'tergantung', 'lokasi', 'minimal', 'order', 'whats', 'app']",11,Positif
"['penjual', 'nasi', 'lemak', 'jb', 'takde', 'letak', 'telur', 'timun', 'complete', 'btul', 'lepas', 'kacang', 'jeee', 'ikan', 'bilis', 'ekor', 'stressss', 'lepastu', 'harga', 'rm']",-1,Negatif
"['emang', 'bertahan', 'tempe', 'telur', 'rusak', 'kemakan', 'kemakan', 'dijual', 'harga', 'dibawah', 'pasar', 'bantuannya', 'efektif', 'bantuannya', 'disalurkan', 'tahap', 'bagusnya', 'xtiap', 'kasian', 'pemkabnya']",21,Positif
"['salah', 'disunat', 'mark', 'up', 'hargatelur']",-4,Negatif
"['ayo', 'jajan', 'jual', 'kacang', 'telur', 'harga', 'jajanan', 'tokoku', 'silahkan', 'mampirrr', 'qa']",11,Positif
"['dirumah', 'kos', 'apartment', 'dimana', 'iseng', 'makan', 'mie', 'bosan', 'nasi', 'telor', 'bosan', 'tawarkan', 'solusi', 'baso', 'sapi', 'asli', 'baso', 'harga', 'ribu', 'nett', 'rumah', 'gratis', 'tergantung', 'lokasi', 'minimal', 'order', 'whats', 'app']",11,Positif
"['manusia', 'berencana', 'tuhan', 'menentukan', 'harga', 'telur', 'ayam', 'mahal', 'mama', 'pilih', 'tingkatkan', 'penjualan', 'minyak', 'goreng', 'rencana', 'mama', 'dikabulkan', 'tuhan', 'terima', 'kasih', 'tuhan', 'yesus', 'kristus', 'berkatmu', 'mengalir', 'deras', 'mama', 'terima', 'kasih', 'berkati', 'mama']",45,Positif
"['uang', 'milyar', 'harga', 'telor', 'kg', 'juta']",5,Positif
"['telur', 'ayan', 'mayomi', 'pedes', 'harga', 'sosis', 'isi', 'jdlah', 'mie', 'goreng', 'cek']",0,Positif
"['pempek', 'radial', 'asli', 'palembang', 'pempek', 'selem', 'telor', 'lenjer', 'adaan', 'lenjer', 'kulit', 'paketan', 'harga', 'terjangkau', 'minat', 'order', 'dm']",17,Positif
"['michi', 'manggil', 'makan', 'doang', 'tidak', 'tahu', 'cipuy', 'suka', 'plng', 'nyambung', 'ibunya', 'michi', 'bahas', 'harga', 'telur', 'sayur', 'michi', 'anak', 'pungut', 'doang', 'pas', 'gtu']",7,Positif
"['wkwkwkwk', 'telor', 'beras', 'tempe', 'edan', 'teu', 'sia', 'harganya', 'markup', 'mahal', 'edan', 'beli', 'partai', 'gamungkin', 'harga', 'segitu', 'menyalurkan', 'ngajar', 'pedagang', 'tender', 'kadang', 'ajar']",-4,Negatif
"['roti', 'selai', 'bunga', 'kumbang', 'romeo', 'juliet', 'pakai', 'mbak', 'make', 'ayam', 'telor', 'bergedel', 'gausah', 'make', 'kerupuk', 'harga', 'kerupuk', 'harga', 'langganan', 'sportify']",8,Positif
"['fess', 'nasi', 'telur', 'rempah', 'segini', 'harga', 'aslinya', 'pakai', 'promo', 'cmn']",10,Positif
"['masi', 'heran', 'sumpah', 'makan', 'harga', 'segitu', 'sm', 'porsi', 'segitu', 'emang', 'hbs', 'kdg', 'nasi', 'telor', 'ceplok', 'hbs', 'nasinyaa']",11,Positif
"['ayo', 'jajan', 'jual', 'kacang', 'telur', 'harga', 'jajanan', 'tokoku', 'silahkan', 'mampirrr']",11,Positif
"['eneng', 'lakuin', 'harga', 'telor', 'kecap']",4,Positif
"['harga', 'setara', 'martabak', 'telor', 'toast']",5,Positif
"['harga', 'tempe', 'bu', 'risma', 'ayolah', 'paket', 'bantuan', 'masyarakat', 'terdampak', 'masyarakat', 'bantu', 'depsos', 'main', 'harga', 'tempe', 'telur', 'beras', 'terima', 'kasihlah', 'bu', 'risma', 'jaksa', 'meja', 'hijau']",26,Positif
"['kangen', 'burjo', 'deket', 'kampus', 'deket', 'kosan', 'kangen', 'nasi', 'telornya', 'sarapan', 'makan', 'siang', 'nasi', 'telor', 'dadar', 'tumis', 'sayur', 'harganya', 'kadang', 'makan', 'porsi', 'jumbo', 'harga', 'ttp', 'puas', 'warung', 'pokwe', 'wkwkwkw']",33,Positif
"['stmj', 'turun', 'harga', 'telur', 'pisang', 'amplop']",7,Positif
"['produk', 'umkm', 'lokal', 'bagor', 'telor', 'khas', 'brebes', 'mancanegara', 'nusantara', 'harga', 'toples', 'bb', 'gede', 'rasa', 'dilist', 'orderannya', 'evhyta']",10,Positif
"['guis', 'open', 'order', 'ekado', 'isian', 'telur', 'puyuh', 'dibalut', 'daging', 'ayam', 'isian', 'mozarella', 'harga', 'isian', 'telur', 'puyuh', 'kpcs', 'isian', 'mozarella', 'kpcs', 'dom', 'malang', 'promo', 'disc', 'pemesanan', 'dm']",2,Positif
"['fess', 'open', 'order', 'ekado', 'isian', 'telur', 'puyuh', 'dibalut', 'daging', 'ayam', 'isian', 'mozarella', 'harga', 'isian', 'telur', 'puyuh', 'kpcs', 'isian', 'mozarella', 'kpcs', 'dom', 'malang', 'promo', 'disc', 'pemesanan', 'dm']",2,Positif
"['bahagiaku', 'makan', 'telur', 'gobal', 'gabul', 'cah', 'jamur', 'resep', 'mbak', 'nemu', 'roti', 'taro', 'harga', 'nt', 'allah', 'nikmat', 'dunia', 'sekalii']",17,Positif
"['pempek', 'radial', 'asli', 'palembang', 'pempek', 'selem', 'telor', 'lenjer', 'adaan', 'lenjer', 'kulit', 'paketan', 'harga', 'terjangkau', 'minat', 'order', 'dm']",17,Positif
"['jamur', 'crispy', 'nasi', 'telor', 'crispy', 'es', 'lychee', 'tea', 'porsinya', 'lumayan', 'bumbunya', 'harga', 'lumayan', 'bersahabat', 'telornya', 'minyakan']",18,Positif
"['pengambilan', 'caviar', 'alam', 'dilarang', 'dibbrp', 'negara', 'nerima', 'farm', 'sertifikasi', 'dan', 'kawan-kawan', 'harga', 'caviar', 'murah', 'grade', 'telur', 'ayam', 'grade', 'grade', 'range']",-2,Negatif
"['ayo', 'jajan', 'jual', 'kacang', 'telur', 'harga', 'jajanan', 'tokoku', 'silahkan', 'mampirrr', 'qa']",11,Positif
"['ayo', 'jajan', 'jual', 'kacang', 'telur', 'harga', 'jajanan', 'tokoku', 'silahkan', 'mampirrr', 'jm']",11,Positif
"['harga', 'telor', 'fluktuatif', 'mood', 'ayam']",3,Positif
"['edisi', 'buka', 'lapak', 'amainyo', 'aneka', 'kripik', 'khas', 'minang', 'kripik', 'sala', 'kripik', 'telur', 'rendang', 'stick', 'talassingkong', 'balado', 'sarang', 'burung', 'berat', 'gede', 'rasa', 'harga', 'ongkos', 'kirim', 'ditanggung', 'pembeli', 'yadikirim', 'bukiktinggi', 'belanja']",17,Positif
"['telor', 'ribu', 'tempe', 'belonjo', 'bendino', 'harga', 'segitu', 'tuku']",0,Positif
"['tv', 'harga', 'rm', 'campak', 'remote', 'telur', 'busuk', 'air', 'basuh', 'kaki', 'spender', 'basah', 'stokin', 'tengik', 'ikan', 'masin', 'kutu', 'rambut', 'screen', 'tv', 'mahiaddin', 'berucap']",-12,Negatif
"['pagi', 'beli', 'telor', 'agen', 'penjual', 'harganya', 'melonjak', 'rbkg', 'beli', 'seminggu', 'kg', 'penjual', 'pokoknya', 'bansos', 'cair', 'telor', 'duit', 'harga', 'kebutuhan']",10,Positif
"['kedai', 'makan', 'foodpanda', 'service', 'tolong', 'ambil', 'kesempatan', 'ye', 'mom', 'order', 'keping', 'roti', 'canai', 'telur', 'harga', 'rmpcs', 'lepastu', 'roti', 'canai', 'harga', 'rmpcs', 'beza', 'harga', 'salah', 'benda', 'bayar']",5,Positif
"['ayo', 'jajan', 'jual', 'kacang', 'telur', 'harga', 'jajanan', 'tokoku', 'silahkan', 'mampirrr']",11,Positif
"['ayo', 'jajan', 'jual', 'kacang', 'telur', 'harga', 'jajanan', 'tokoku', 'silahkan', 'mampirrr', 'ppp']",11,Positif
"['nenek', 'belanja', 'obatan', 'cari', 'promo', 'tokpedlah', 'shopee', 'koin', 'kupon', 'panen', 'telur', 'tokped', 'murahhh', 'bgttt', 'setengahnya', 'harga', 'apotik', 'dkt', 'ruma']",7,Positif
"['telor', 'kg', 'kemahalan', 'harga']",1,Positif
"['telor', 'harga', 'juta', 'telor', 'anj']",5,Positif
"['pempek', 'radial', 'asli', 'palembang', 'pempek', 'selem', 'telor', 'lenjer', 'adaan', 'lenjer', 'kulit', 'paketan', 'harga', 'terjangkau', 'minat', 'order', 'dm']",17,Positif
"['iyooo', 'mbak', 'rumahku', 'pkh', 'tetep', 'mark', 'up', 'ambil', 'telur', 'kandang', 'murah', 'beras', 'penggilingan', 'dikasih', 'harga', 'segitu', 'seenggaknya', 'paket', 'mark', 'upnya', 'paket', 'duit', 'ditambah', 'dikurangi', 'jatahnya']",14,Positif
"['apalah', 'harga', 'telur', 'land', 'senilai', 'jt', 'won', 'milik', 'ku', 'jungwon', 'jaypark']",4,Positif
"['perokok', 'indonesia', 'kelompok', 'ekonomi', 'terbawah', 'ironis', 'rokok', 'golongan', 'pengeluaran', 'terbesar', 'beras', 'daging', 'telur', 'rela', 'spend', 'rokok', 'protein', 'berpikir', 'harga', 'instrumen', 'pengendalian', 'ampuh']",-7,Negatif
"['ayo', 'jajan', 'jual', 'kacang', 'telur', 'harga', 'jajanan', 'tokoku', 'silahkan', 'mampirrr', 'lm']",11,Positif
"['harga', 'beras', 'telor', 'pu', 'mahal', 'belinya', 'grosir', 'murah']",9,Positif
"['harga', 'special', 'telor', 'istimewa', 'kang', 'martabak', 'sayang']",10,Positif
"['ramai', 'teman', 'congrats', 'semangat', 'selamat', 'doakan', 'pecah', 'telor', 'harga']",22,Positif
"['telur', 'beli', 'jual', 'rp', 'telur', 'harga', 'ribukg', 'tinggal', 'dituban', 'alamat', 'perumahan', 'griya', 'asri', 'tasik', 'madu', 'kecamatan', 'palang', 'tuban']",13,Positif
"['je', 'perasan', 'lps', 'sebulan', 'barang', 'dapur', 'harga', 'telur', 'ayam', 'etc']",0,Positif
"['harga', 'telur', 'ayam', 'melaka', 'dikesan', 'mendadak', 'tibatiba', 'akhirakhir']",7,Positif
"['kebajikan', 'rakyat', 'dijaga', 'harga', 'barang', 'dimonopoli', 'peniaga', 'tamak', 'tiada', 'kawal', 'contoh', 'menjenguk', 'harga', 'telur', 'ridiculous', 'berniaga', 'kedai', 'makan', 'harga', 'menggila', 'tolonglah', 'kerajaan', 'something']",13,Positif
"['dirumah', 'kos', 'apartment', 'dimana', 'iseng', 'makan', 'mie', 'bosan', 'nasi', 'telor', 'bosan', 'tawarkan', 'solusi', 'baso', 'sapi', 'asli', 'baso', 'harga', 'ribu', 'nett', 'rumah', 'gratis', 'tergantung', 'lokasi', 'minimal', 'order', 'whats', 'app']",11,Positif
"['sherry', 'jadiih', 'uni', 'hahaha', 'hargonyo', 'kkg', 'daging', 'kkg', 'daging', 'kg', 'daging', 'potong', 'ngomong-ngomong', 'rendang', 'pakai', 'kentang', 'pakai', 'kentang', 'harga', 'menyesuaikan', 'rendang', 'telor', 'harganya', 'kbutir', 'telor', 'minimal', 'pemesanan', 'butir']",-2,Negatif
"['fess', 'open', 'order', 'ekado', 'isian', 'telur', 'puyuh', 'dibalut', 'daging', 'ayam', 'isian', 'mozarella', 'harga', 'isian', 'telur', 'puyuh', 'kpcs', 'isian', 'mozarella', 'kpcs', 'dom', 'malang', 'promo', 'disc', 'spesial', 'ppkm', 'darurat', 'pemesanan', 'dm']",7,Positif
"['ready', 'telur', 'puyuh', 'peternaknya', 'kualitas', 'jamin', 'harga', 'murah', 'kg', 'kulakan', 'jualan', 'monggo', 'melayani', 'rumah', 'chat']",16,Positif
"['ayo', 'jajan', 'jual', 'kacang', 'telur', 'harga', 'jajanan', 'tokoku', 'silahkan', 'mampirrr', 'jm']",11,Positif
"['kpdnhep', 'melaka', 'notis', 'dapatkan', 'maklumat', 'kenaikan', 'harga', 'telur']",8,Positif
"['harga', 'telur', 'ayam', 'melaka', 'mendadak']",4,Positif
"['ayo', 'jajan', 'jual', 'kacang', 'telur', 'harga', 'jajanan', 'tokoku', 'silahkan', 'mampirrr']",11,Positif
"['ayo', 'jajan', 'jual', 'kacang', 'telur', 'harga', 'jajanan', 'tokoku', 'silahkan', 'mampirrr', 'biz']",11,Positif
"['ayo', 'jajan', 'jual', 'kacang', 'telur', 'harga', 'jajanan', 'tokoku', 'silahkan', 'mampirrr', 'ols']",11,Positif
"['nitip', 'open', 'nasi', 'sapi', 'sambal', 'matah', 'harga', 'usaha', 'nasi', 'sapi', 'sambal', 'matah', 'telur', 'gambar', 'ribu', 'sahaja', 'sapi', 'sambal', 'matahnya', 'kg', 'ribu', 'sahaja', 'dikirim', 'jatisari', 'jati', 'asih', 'bekasi', 'pemesanan', 'dm', 'terima', 'kasih']",15,Positif
"['ayo', 'ppkm', 'kelar', 'harga', 'bahan', 'pokok', 'turun', 'dongg', 'telur', 'seperempat']",11,Positif
"['huhu', 'setakat', 'fp', 'other', 'food', 'delivery', 'peminat', 'perkasam', 'carilahh', 'perkasam', 'tokyah', 'okeyy', 'perkasam', 'daging', 'telur', 'sotong', 'ikan', 'kompem', 'sedap', 'menjejes', 'air', 'liur', 'try', 'harga', 'rm', 'je', 'makan', 'sekeluarga']",3,Positif
"['tumpang', 'laluu', 'peminat', 'perkasam', 'carilahh', 'perkasam', 'tokyah', 'okeyy', 'perkasam', 'daging', 'telur', 'sotong', 'ikan', 'kompem', 'sedap', 'menjejes', 'air', 'liur', 'try', 'harga', 'rm', 'je', 'makan', 'sekeluarga', 'jom', 'roger', 'mehh']",3,Positif
"['ayo', 'jajan', 'jual', 'kacang', 'telur', 'harga', 'jajanan', 'tokoku', 'silahkan', 'mampirrr', 'qa']",11,Positif
"['ayo', 'jajan', 'jual', 'kacang', 'telur', 'harga', 'jajanan', 'tokoku', 'silahkan', 'mampirrr', 'ppp']",11,Positif
"['ayo', 'jajan', 'jual', 'kacang', 'telur', 'harga', 'jajanan', 'tokoku', 'silahkan', 'mampirrr']",11,Positif
"['telor', 'dadar', 'padang', 'harga', 'rakyat', 'ningrat', 'solusi', 'dompet', 'sekarat', 'banusha']",4,Positif
"['senang', 'nak', 'pecah', 'telur', 'shopee', 'lagilagi', 'saingan', 'main', 'harga', 'adoo', 'lekk', 'harga', 'amanah', 'hq', 'celah', 'berkat', 'duk', 'main', 'harga']",17,Positif
"['pempek', 'radial', 'asli', 'palembang', 'pempek', 'selem', 'telor', 'lenjer', 'adaan', 'lenjer', 'kulit', 'paketan', 'harga', 'terjangkau', 'minat', 'order', 'dm']",17,Positif
"['kaget', 'denger', 'harga', 'telur', 'jawa']",3,Positif
"['mmg', 'harga', 'telur', 'lepas']",1,Positif
"['polisi', 'penegak', 'hukum', 'bergerak', 'cepat', 'temuan', 'mensos', 'risma', 'paket', 'sembilan', 'bahan', 'pokok', 'bansos', 'patut', 'diduga', 'dikorupsi', 'pejabat', 'pemerintah', 'daerah', 'tuban', 'harga', 'telur', 'make', 'up', 'harga', 'telur', 'rp', 'ribu', 'pasar', 'mahal', 'rp']",13,Positif
