tweet,polaritas,sentimen
"['harga', 'aym', 'telur', 'aym', 'gred', 'biji', 'rm', 'rm', 'je', 'bertabahla']",3,Positif
"['syahrul', 'yasin', 'limpo', 'tidak', 'mampu', 'tan', 'piawai', 'tidak', 'mampu', 'kelola', 'harga', 'panganharga', 'ecer', 'rendah', 'tinggi', 'planga', 'plongo', 'harga', 'cabai', 'impor', 'cabai', 'harga', 'telur', 'ayam', 'harga', 'pakan', 'ayam']",0,Positif
"['telur', 'cokk', 'harga', 'rm', 'nasi', 'putih', 'salad', 'lepastu', 'ayam', 'bistik', 'pulak', 'telur', 'delivery', 'area', 'mantapp']",-3,Negatif
"['ayam', 'bistik', 'telur', 'korang', 'rileks', 'harga', 'rm', 'nasi', 'putih', 'telur', 'lauk', 'ayam', 'bistik']",-3,Negatif
"['beli', 'nasi', 'goreng', 'telor', 'ceplok', 'pinggir', 'jalan', 'goba', 'ribu', 'anjing', 'dijkt', 'kaget', 'banget', 'beli', 'harga', 'ken', 'banget', 'gaji', 'jakarta', 'harga', 'makan', 'jogja', 'uhhh', 'mimpi']",16,Positif
"['enak', 'telur', 'muda', 'teman', 'ku', 'banget', 'doyan', 'rate', 'kuah', 'sebenernya', 'soto', 'sby', 'nyoba', 'cuman', 'fav', 'bagi', 'tapak', 'siring', 'djayus', 'tapak', 'siring', 'cek', 'harga', 'yak']",13,Positif
"['anjing', 'harga', 'telur', 'beras', 'sederhana']",2,Positif
"['ternak', 'ayam', 'bal', 'keluh', 'turun', 'harga', 'telur', 'akibat', 'rugi', 'fer']",-2,Negatif
"['coba', 'mikir', 'ala', 'ternak', 'ditangkapharga', 'jagung', 'rbbiaya', 'produksi', 'xharga', 'pkn', 'rbharga', 'telur', 'rbrb', 'rugi', 'perkg', 'perharisemakin', 'produksisemakin', 'rugitinggal', 'tunggu', 'video', 'telur', 'dibantingdibuang']",0,Positif
"['serbu', 'harga', 'pakan', 'mahal', 'telur', 'anjlok', 'ternak', 'daerah', 'gulung', 'tikar']",3,Positif
"['ada', 'sobat', 'rasa', 'sabar', 'sob', 'moga', 'harga', 'telur', 'buat', 'ternak', 'ayam', 'alami', 'rugi', 'aamin']",8,Positif
"['fess', 'open', 'order', 'ekado', 'isi', 'telur', 'puyuh', 'balut', 'daging', 'ayam', 'isi', 'mozarella', 'harga', 'kpack', 'pcs', 'dom', 'malang', 'ongkos', 'kirim', 'via', 'shopee', 'mesan', 'dm']",-3,Negatif
"['id', 'patok', 'harga', 'telur', 'kisar', 'jagung', 'kisar', 'kg', 'harga', 'normal', 'tidak', 'apa', 'harga', 'jagung', 'mahal', 'harga', 'telur', 'atas', 'bep', 'ternak', 'bangkrut', 'pelik', 'terna', 'pangan']",8,Positif
"['terkadang', 'sesuai', 'fakta', 'dilapangankata', 'harga', 'telur', 'jatuh', 'level', 'rbkgtapi', 'fakta', 'jual', 'rbkgkita', 'belanja']",7,Positif
"['harga', 'telor', 'ayam']",1,Positif
"['harga', 'telur', 'anjlok', 'ternak', 'beli', 'pakan', 'harga', 'harga', 'pakan', 'harga', 'jagung', 'level', 'rpkg', 'jagung', 'bahan', 'pakan', 'pokok', 'pakai', 'persen']",12,Positif
"['telur', 'ayam', 'curah', 'kg', 'murah', 'tingkat', 'konsumsi', 'baca', 'berita', 'harga', 'pakan', 'turun']",5,Positif
"['harga', 'telur', 'ayam', 'anjlok', 'ribu', 'kilogram', 'radar', 'banyumas']",-3,Negatif
"['harga', 'telur', 'anjlok', 'ribu', 'kilo', 'ternak', 'bagi', 'telur', 'gratis', 'warga', 'silah', 'ambil', 'kandang']",3,Positif
"['harga', 'jual', 'telur', 'ayam', 'anjlok', 'rangkak', 'ramadhan', 'minta', 'telur', 'ayam', 'daerah', 'indonesia', 'naikkini', 'usaha', 'ternak', 'ayam', 'gigit', 'jari', 'anjlok', 'harga', 'jual', 'telur', 'ayam']",-11,Negatif
"['sebab', 'harga', 'telur', 'turun', 'ternak', 'buang', 'stok']",1,Positif
"['minim', 'minta', 'telur', 'daging', 'ayam', 'solo', 'raya', 'harga', 'telur', 'daging', 'ayam', 'solo', 'raya', 'anjlok', 'ramadan', 'kemarin', 'tembus', 'rp', 'kilogramnyakini', 'harga', 'jual', 'telur', 'ayam', 'solo', 'raya', 'rupiah']",1,Positif
"['guis', 'open', 'order', 'ekado', 'isi', 'telur', 'puyuh', 'balut', 'daging', 'ayam', 'isi', 'mozarella', 'harga', 'kpack', 'pcs', 'dom', 'malang', 'ongkos', 'kirim', 'via', 'shopee', 'mesan', 'dm']",-3,Negatif
"['buna', 'tinggal', 'mana', 'harga', 'telor', 'gulung']",4,Positif
"['menteri', 'tani', 'sebab', 'utama', 'turun', 'harga', 'telur', 'ayam', 'daging', 'ayam', 'pasar', 'turun', 'minta', 'masyarakat', 'komoditi', 'pangan', 'hewani', 'pandemi', 'raya', 'idul', 'fitri', 'idul', 'adha']",-1,Negatif
"['ternak', 'jerit', 'minggu', 'panjang', 'ppkm', 'level', 'harga', 'ayam', 'telur', 'nyungsep']",0,Positif
"['asosiasi', 'usaha', 'terna', 'unggas', 'indonesia', 'keluh', 'anjlok', 'harga', 'jual', 'daging', 'telur', 'ayam', 'jalan', 'apes', 'harga', 'jual', 'pakan', 'ayam', 'terus', 'alami', 'lonjak', 'hargadi', 'khawatir', 'ternak', 'ayam', 'bangkrut']",-12,Negatif
"['kaget', 'martabak', 'isi', 'martabak', 'suroboyo', 'beli', 'harga', 'tumpuk', 'tipis', 'isi', 'telor', 'bebek', 'pakai', 'telor', 'daun', 'bawang', 'daging', 'cincang', 'hasil', 'bantal', 'tebel']",8,Positif
"['asa', 'harga', 'telur', 'pasar', 'kg']",6,Positif
"['start', 'harga', 'dedak', 'je', 'ayam', 'telur', 'pakai', 'telur', 'harga', 'domino', 'effect']",1,Positif
"['harga', 'jual', 'telur', 'ayam', 'solo', 'raya', 'pek', 'alami', 'turun', 'harga', 'telur', 'ayam', 'rangkak', 'ramadhan', 'kemarin', 'berandol', 'harga', 'murah', 'rp', 'kilogramnyahal', 'ternak', 'ayam', 'rugi']",2,Positif
"['harga', 'telur', 'ayam', 'jatuh', 'ternak', 'ngamuk']",2,Positif
"['ternak', 'ayam', 'keluh', 'harga', 'pakan', 'harga', 'telur', 'daging', 'merosot']",-3,Negatif
"['bantu', 'ternak', 'beli', 'jagung', 'harga', 'pasar', 'telur', 'ayam', 'anjlok', 'biaya', 'pakan', 'stabil', 'pakan', 'baik', 'ayam', 'telur', 'jawab', 'jagung', 'ternak', 'ayam', 'telur', 'teriak', 'jagung']",3,Positif
"['harga', 'telur', 'anjlok', 'ternak', 'ayam', 'boyolali', 'rugi', 'tombok', 'rp', 'juta']",-6,Negatif
"['pempek', 'radial', 'asli', 'palembang', 'pempek', 'lem', 'telor', 'lenjer', 'ada', 'lenjer', 'kulit', 'paket', 'harga', 'jangkau', 'minat', 'order', 'dm']",17,Positif
"['ternak', 'membagibagi', 'gratis', 'telur', 'masyarakat', 'anjlok', 'harga', 'telur', 'ayam']",1,Positif
"['seram', 'jenguk', 'harga', 'ayam', 'ayam', 'maha', 'harga', 'telur', 'ayam', 'pon', 'confirm', 'bahan', 'basah', 'harga', 'jugak']",-2,Negatif
"['harga', 'telor', 'mahal']",4,Positif
"['harga', 'telur', 'blitar', 'pagi', 'transaksi', 'siang', 'sore', 'kira', 'bep']",10,Positif
"['fess', 'harga', 'kasih', 'daging', 'ayam', 'seger', 'majikan', 'maemnya', 'preayam', 'ingkung', 'alias', 'telor']",-2,Negatif
"['harga', 'telur', 'anjlok', 'buruk', 'ternak', 'gigit', 'jari']",-12,Negatif
"['ternak', 'ayam', 'telur', 'telur', 'ayam', 'harap', 'perintah', 'presiden', 'jokowi', 'bantu', 'ternak', 'harga', 'sedia', 'pakan']",8,Positif
"['bujang', 'wajib', 'beli', 'beli', 'jugak', 'tahun', 'beli', 'functioning', 'well', 'goreng', 'telurkukus', 'masak', 'megi', 'nasi', 'lekat', 'recommended', 'berbaloi', 'harga']",13,Positif
"['ternak', 'ayam', 'tasikmalaya', 'keluh', 'anjlok', 'harga', 'telur', 'pasar', 'harga', 'telur', 'turun', 'harga', 'pakan', 'ayam', 'alami', 'naik']",0,Positif
"['kpdnhep', 'pandang', 'serius', 'naik', 'harga', 'ayam', 'telur', 'pantau', 'gera', 'harga', 'status', 'bekal', 'barangan']",6,Positif
"['mar', 'wl', 'yuuuk', 'gaez', 'akun', 'ramai', 'daftar', 'harga', 'telor', 'ayam', 'terjun', 'bebas', 'telor', 'ayam']",0,Positif
"['pm', 'lepas', 'siasat', 'harga', 'ayam', 'telur', 'canak', 'siasat', 'harga', 'ayam', 'telur']",0,Positif
"['ratamengarang', 'dehdi', 'lauk', 'bayar', 'sekali', 'harga', 'bahan', 'pokok', 'daerah', 'samagak', 'nasiayamtelurdan', 'lauklainya', 'jual', 'harga', 'kaya', 'jawakan', 'hitunganya']",9,Positif
"['mamang', 'mamang', 'telor', 'curhat', 'harga', 'telor', 'jatoh', 'banget', 'gulung', 'tikar', 'daya', 'beli', 'telor', 'turun', 'produksi', 'telor', 'tetep', 'harga', 'turunin']",7,Positif
"['maleh', 'nak', 'ambik', 'port', 'isu', 'gelar', 'docpuan', 'nak', 'beli', 'makan', 'murah', 'panggil', 'je', 'makcik', 'kedai', 'makan', 'muka', 'konfiden', 'harga', 'nasik', 'lauk', 'ayam', 'campur', 'telur']",13,Positif
"['anjlok', 'harga', 'telur', 'syarief', 'hasan', 'butuh', 'campur', 'tangan', 'perintah', 'jaga', 'langsung', 'usaha']",7,Positif
"['harga', 'telur', 'anjlok', 'ternak', 'ayam', 'jerit']",-6,Negatif
"['ternak', 'ayam', 'tasikmalaya', 'keluh', 'anjlok', 'harga', 'telur', 'pasar', 'harga', 'telur', 'turun', 'harga', 'pakan', 'ayam', 'alami', 'naik']",0,Positif
"['mar', 'wl', 'yuuuk', 'gaez', 'akun', 'ramai', 'daftar', 'harga', 'telor', 'ayam', 'terjun', 'bebas', 'telor', 'ayam']",0,Positif
"['warung', 'harga', 'telur', 'ayam', 'kampungnegri', 'kbiji', 'mahal', 'banget']",3,Positif
"['el', 'emang', 'angelpeternah', 'ayam', 'mita', 'harg', 'jagung', 'turunpetani', 'jagung', 'harga', 'saat', 'harga', 'ayam', 'telor', 'tinggipeternak', 'diem', 'bae', 'konsumen', 'ngeluh', 'harga', 'ayam', 'telor', 'angel', 'opo', 'oraa']",-2,Negatif
"['jagung', 'jagung', 'impor', 'closed', 'niat', 'naikin', 'income', 'tani', 'jagung', 'ternak', 'rebut', 'adu', 'bagong', 'big', 'guy', 'pabrikan', 'pakan', 'sisi', 'harga', 'pakan', 'stok', 'telor', 'ternak', 'tumpuk', 'harga', 'anjlok', 'curhatan', 'ternak', 'layer']",-10,Negatif
"['bagai', 'informasi', 'harga', 'telor', 'ayam', 'minggu', 'kilo', 'turun', 'ribu', 'banding', 'minggu']",7,Positif
"['butuh', 'campur', 'tangan', 'perintah', 'tengah', 'anjlok', 'harga', 'telur', 'pasar', 'via', 'surabaya', 'kota']",-1,Negatif
"['cari', 'harga', 'telur', 'ayam', 'murah', 'cek', 'jawab']",0,Positif
"['ternak', 'ayam', 'jerit', 'harga', 'telur', 'anjlok', 'tolong', 'tangkap', 'dach']",-6,Negatif
"['harga', 'ayam', 'je', 'harga', 'telur', 'ayam', 'raya', 'beli', 'papan', 'telur', 'gred', 'rm', 'mcm', 'papan', 'cecah', 'rm', 'pening', 'kepala', 'bakers', 'mmg', 'hari', 'berpapanpapan', 'telur', 'ayam']",-1,Negatif
"['sen', 'telordaerah', 'bojong', 'gede', 'deket', 'stasiunchat', 'yaatau', 'tokoharga', 'rbkgwa']",3,Positif
"['tolong', 'bantu', 'harga', 'pakan', 'mahal', 'harga', 'telur', 'anjlok', 'nutup', 'pakan']",9,Positif
"['pkp', 'harga', 'telur', 'gred', 'papan', 'rm', 'now', 'rm', 'papan', 'wlaupun', 'tescomydin', 'butter', 'margerine', 'harga', 'serap', 'rugi', 'sikit', 'untk', 'kekalkn', 'harga', 'janji', 'customer', 'puas']",4,Positif
"['nunggu', 'demand', 'ayamdantelur', 'bangun', 'mukim', 'vertikal', 'kota', 'banyak', 'teknologi', 'scale', 'up', 'harga', 'konstruksi', 'tekan', 'korban', 'kualitas']",9,Positif
"['mar', 'wl', 'yuuuk', 'gaez', 'akun', 'ramai', 'daftar', 'harga', 'telor', 'ayam', 'terjun', 'bebas', 'telor', 'ayam']",0,Positif
"['bubur', 'ayam', 'bang', 'ros', 'rosikin', 'cideng', 'timur', 'petojo', 'selatan', 'camat', 'gambir', 'jakarta', 'pusat', 'patok', 'domino', 'pizza', 'cideng', 'harga', 'bubur', 'sate', 'telor', 'puyuh', 'jam', 'operasional', 'mangkal', 'jam', 'habis', 'repost', 'lapermelulu']",10,Positif
"['harga', 'telur', 'ayam', 'jakarta', 'anjlok', 'pecah', 'rekor', 'rendah', 'halaman', 'all']",-10,Negatif
"['pandang', 'dagang', 'pasarkuncinya', 'petaniklo', 'tani', 'makmur', 'daya', 'beli', 'naikkalaupun', 'sisi', 'ternak', 'mahal', 'harga', 'pakan', 'naik', 'harga', 'kebel', 'barangklo', 'kondisi', 'pasar', 'skg', 'susah', 'telor', 'rban', 'murah', 'mambek']",15,Positif
"['emang', 'harga', 'telor', 'rbsy', 'jual', 'telor', 'harga', 'grosir', 'kgsebenarnya', 'imbas', 'ppkm', 'seri', 'sinema', 'elektronik', 'episode', 'nyambung', 'trusplus', 'tambah', 'pasar', 'sepi', 'imbas', 'kemarin', 'panen', 'padi', 'rugi', 'sisi', 'hargath', 'emang', 'parah']",-11,Negatif
"['gilasemalam', 'telur', 'ayam', 'gred', 'rmsebelum', 'pm', 'umno', 'harga', 'rmsemua', 'barang', 'nampak', 'hargakeluarga', 'malaysia', 'nampak', 'sengsara']",-4,Negatif
"['harga', 'telur', 'anjlok', 'harga', 'nasi', 'telor']",4,Positif
"['hati', 'berfikir', 'senang', 'harga', 'telur', 'turun', 'beli', 'sisi', 'ternak', 'ayam', 'jerit', 'harga', 'pakan', 'rumah', 'ayam', 'kampung', 'campur', 'sayur', 'sm', 'bekatul', 'pandemic', 'efek']",20,Positif
"['ternak', 'ayam', 'jerit', 'harga', 'pakan', 'harga', 'telur', 'anjlok']",-3,Negatif
"['jim', 'murah', 'telur', 'kecilkecil', 'sekira', 'nok', 'rp', 'ribu', 'butir', 'kilo', 'sekira', 'rp', 'ribu', 'standar', 'telur', 'butir', 'harga', 'rp', 'ribu', 'telur', 'jual', 'package']",5,Positif
"['mar', 'wl', 'open', 'promote', 'harga', 'telor', 'ayam', 'terjun', 'bebas', 'mar', 'wl', 'telor', 'ayam']",-4,Negatif
"['dyx', 'harga', 'telur', 'ayam', 'turun']",2,Positif
"['dyx', 'solusi', 'ternak', 'rugi', 'tani', 'harga', 'telur', 'ibumas', 'jual', 'martabakowner', 'wartegdll', 'gilir', 'protes']",-1,Negatif
"['didu', 'harga', 'telur', 'ternak', 'pakan', 'lambung', 'nasibbbb', 'naaib']",5,Positif
"['blitar', 'ternak', 'layer', 'harga', 'telur', 'bawah', 'hpp', 'rugi', 'bulan', 'inj']",-5,Negatif
"['harga', 'telur', 'ayam', 'jakarta', 'anjlok', 'pecah', 'rekor', 'rendah']",-10,Negatif
"['pempek', 'radial', 'asli', 'palembang', 'pempek', 'lem', 'telor', 'lenjer', 'ada', 'lenjer', 'kulit', 'paket', 'harga', 'jangkau', 'minat', 'order', 'dm']",17,Positif
"['tompi', 'saat', 'harga', 'jagung', 'pakan', 'ayam', 'mahal', 'hary', 'telur', 'murah', 'mingkemtapi', 'gilir', 'ternak', 'tolong', 'presiden', 'bawa', 'poster', 'tangkap', 'sorot', 'mediamereka', 'teriak', 'olah', 'bela', 'ternak', 'waras']",9,Positif
"['bantu', 'ternak', 'beli', 'jagung', 'wajar', 'harga', 'telur', 'anjlok', 'bahan', 'baku', 'pakan', 'jagung', 'mahal', 'blitar', 'terna', 'ayam', 'telur', 'distribusi', 'indonesia']",7,Positif
"['mar', 'wl', 'open', 'promote', 'harga', 'telor', 'ayam', 'terjun', 'bebas', 'mar', 'wl', 'telor', 'ayam']",-4,Negatif
"['open', 'promote', 'harga', 'telor', 'ayam', 'terjun', 'bebas', 'mar', 'wl', 'telor', 'ayam']",-4,Negatif
"['mahal', 'bethol', 'harga', 'ayam', 'harga', 'telur', 'pon', 'kejut']",8,Positif
"['mar', 'wl', 'yuuuk', 'gaez', 'akun', 'ramai', 'daftar', 'harga', 'telor', 'ayam', 'terjun', 'bebas', 'telor', 'ayam']",0,Positif
"['astu', 'duduk', 'prihatin', 'harga', 'barang', 'mentah', 'ayam', 'harga', 'sotong', 'kilo', 'ringgit', 'ikan', 'selar', 'kuning', 'beli', 'econsave', 'pasar', 'bandar', 'takde', 'jual', 'ikan', 'selar', 'telur', 'harga', 'minyak', 'saji', 'ringgit', 'bapak', 'adulthood']",8,Positif
"['harga', 'telur', 'mmg', 'ubah', 'boss', 'xtau', 'faktor', 'niaga', 'mmg', 'harga', 'telur', 'camtu', 'time', 'maha', 'btol', 'spapan']",6,Positif
"['mar', 'wl', 'ramai', 'yuuukkkkk', 'telor', 'ayam', 'harga', 'telor', 'ayam', 'terjun', 'bebas']",-1,Negatif
"['warga', 'baca', 'sulit', 'mk', 'konsumsi', 'telur', 'tingkat', 'selagi', 'harga', 'telur', 'murah', 'perintah', 'daerah', 'gera', 'konsumsi', 'telur', 'ternak', 'jagung', 'harga', 'wajar', 'nila', 'tani', 'untung', 'ternak', 'jagung', 'tugas']",14,Positif
"['yuuuk', 'gaez', 'akun', 'ramai', 'daftar', 'harga', 'telor', 'ayam', 'terjun', 'bebas', 'telor', 'ayam']",0,Positif
"['iyah', 'konsumen', 'telur', 'senang', 'harga', 'bilang', 'murah', 'beli', 'tugas', 'perintah', 'kaya', 'gin', 'berat']",12,Positif
"['ternak', 'ayam', 'telur', 'blitar', 'ternak', 'demo', 'harga', 'telur', 'anjlok', 'pakan', 'ayam', 'mahal', 'bagai', 'informasi', 'blitar', 'kota', 'besar', 'hasil', 'telur', 'ayam', 'ras', 'pengaruh', 'harga', 'telur', 'indonesia']",5,Positif
"['jagung', 'emang', 'mahal', 'bangettt', 'obat', 'pakan', 'harga', 'telur', 'rendah', 'turun']",-3,Negatif
"['niqmat', 'bosque', 'harga', 'telur', 'anjlok']",-1,Negatif
"['henti', 'ternak', 'suplai', 'telur', 'turun', 'harga', 'telur', 'gilir', 'emak', 'emak', 'protes']",-1,Negatif
"['pening', 'ayam', 'niaga', 'ringgit', 'once', 'harga', 'ayam', 'telor', 'nak', 'cakap']",-2,Negatif
"['hubung', 'harga', 'crypto', 'turun', 'makan', 'lauk', 'telor', 'goreng']",7,Positif
"['harga', 'telur', 'cabe', 'turun', 'drastis', 'emak', 'tega', 'belanja', 'telor', 'cabe', 'segitu', 'murah', 'kabar', 'harga', 'petan', 'emak']",6,Positif
"['jamur', 'bumbu', 'hipotesa', 'kol', 'goreng', 'telor', 'kecap', 'ayam', 'suir', 'kombinasi', 'dancow', 'blender', 'spaghetti', 'sunda', 'keju', 'aroma', 'culture', 'shock', 'pas', 'nyampe', 'nangor', 'makan', 'ajaib', 'pas', 'jakarta', 'shock', 'nemu', 'makan', 'harga', 'gin']",12,Positif
"['harga', 'telur', 'tipis']",2,Positif
"['heuheuheu', 'harga', 'telur', 'ribu', 'harga', 'pakan', 'tingkat', 'pesat', 'minggu', 'harga', 'segitu', 'ternak', 'kandang', 'roboh']",5,Positif
"['layan', 'makan', 'tingkat', 'harga', 'makanorghari', 'kisar', 'sd', 'makan', 'harga', 'sgni', 'jadwal', 'daging', 'ayam', 'telur', 'ikan', 'laut', 'ikan', 'asin', 'tempe', 'kacang', 'nasi', 'air', 'minum']",5,Positif
"['gin', 'saudara', 'laki', 'ayam', 'daging', 'emg', 'pakan', 'pabrikan', 'ayam', 'telur', 'pakan', 'pakan', 'pabrikan', 'pakan', 'campur', 'dedak', 'jagung', 'mineral', 'blitar', 'sentra', 'ayam', 'telur', 'harga', 'jagung', 'harga', 'telur', 'murah', 'puyeng', 'ternak']",-2,Negatif
"['tolonng', 'harga', 'telor', 'hancurharga', 'pakan', 'mahal']",4,Positif
"['mamah', 'ternak', 'feel', 'pakai', 'banget', 'harga', 'telur', 'suka', 'turun', 'banding', 'harga', 'pakan']",10,Positif
"['gsp', 'baca', 'gin', 'panen', 'jagung', 'bagus', 'pakan', 'ternak', 'mahal', 'harga', 'telur', 'banding', 'correct', 'me', 'if', 'im', 'wrong']",12,Positif
"['negeri', 'asal', 'sumbar', 'harga', 'kalo', 'pakai', 'telor', 'dadar', 'doang', 'ampera', 'jual', 'kampus']",5,Positif
"['mar', 'wl', 'open', 'promote', 'harga', 'telor', 'ayam', 'terjun', 'bebas', 'mar', 'wl', 'telor', 'ayam']",-4,Negatif
"['harga', 'check', 'ubah', 'since', 'years', 'ago', 'telur', 'gred', 'rm', 'minyak', 'masak', 'nak', 'rm', 'lepas', 'beli', 'telur', 'gred', 'rm', 'je', 'turun']",7,Positif
"['suara', 'ternak', 'budharga', 'telur', 'jatuh', 'harga', 'jagung', 'mahalyg', 'ternak', 'sambatmengeluhapalagi', 'blitar', 'sentra', 'peternakapalagi', 'ternak', 'skala', 'kecilmakin', 'derita']",1,Positif
"['mar', 'wl', 'daftar', 'harga', 'telor', 'ayam', 'terjun', 'bebas', 'mar', 'wl', 'telor', 'ayam']",-3,Negatif
"['ternak', 'harga', 'pakan', 'murah', 'tani', 'harga', 'jagung', 'mahal', 'karyawan', 'pabrik', 'pakan', 'ternak', 'gaji', 'bagus', 'dagang', 'harga', 'telur', 'murah', 'jual', 'untung', 'dikit', 'konsumen', 'harga', 'murah', 'untung', 'ketemu', 'bodoh']",29,Positif
"['mar', 'wl', 'yuuuk', 'gaez', 'akun', 'ramai', 'daftar', 'harga', 'telor', 'ayam', 'terjun', 'bebas', 'telor', 'ayam']",0,Positif
"['tolong', 'presiden', 'harga', 'telur', 'mampu', 'beli', 'telur', 'beli', 'telur', 'jual', 'konsumen', 'harga', 'murah', 'terimakasih', 'fadlizon']",27,Positif
"['harga', 'telor', 'murah', 'nichhhh']",6,Positif
"['pinter', 'dagang', 'ternak', 'telur', 'syarif', 'beli', 'harga', 'telur', 'bawah', 'kg', 'nyuruh', 'perintah', 'naik', 'harga', 'telur', 'syet']",7,Positif
"['pakan', 'mahal', 'harga', 'telur', 'anjlok', 'rugi', 'perhati', 'perintah', 'demo', 'protes', 'cuman', 'anggap', 'nyanyi']",-10,Negatif
"['akbar', 'ternak', 'ayam', 'indonesia', 'tahan', 'kcl', 'bantu', 'perintah', 'perihal', 'pakan', 'harga', 'telur', 'rp', 'ribukg', 'harga', 'jagung', 'rp', 'plus', 'protein', 'dan', 'lain', 'jagung', 'jk', 'beli', 'pakan', 'pabrikan', 'kg', 'harga', 'telur', 'skr', 'layak', 'deregulasi']",12,Positif
"['tangkap', 'jerit', 'ternak', 'ayam', 'tengah', 'anjlok', 'harga', 'daging', 'ayam', 'telor', 'sebab', 'tanggung', 'rugi']",-15,Negatif
"['beli', 'telur', 'kg', 'rp', 'harga', 'telur', 'turun']",6,Positif
"['mar', 'wl', 'open', 'promote', 'harga', 'telor', 'ayam', 'terjun', 'bebas', 'mar', 'wl', 'telor', 'ayam']",-4,Negatif
"['open', 'promote', 'harga', 'telor', 'ayam', 'terjun', 'bebas', 'mar', 'wl', 'telor', 'ayam']",-4,Negatif
"['ternak', 'ayam', 'telur', 'turun', 'bawah', 'bep', 'kabar', 'ternak', 'ayam', 'broiler', 'harga', 'turun', 'minggu']",1,Positif
"['tolong', 'bahas', 'ternak', 'ayam', 'telur', 'rugi', 'akibat', 'harga', 'pakan', 'mahal', 'harga', 'telur', 'anjlok']",2,Positif
"['harga', 'telur', 'anjlok', 'agen', 'kkg', 'martabak', 'telor', 'homade']",-4,Negatif
"['telur', 'harga', 'barang', 'baking', 'barang', 'harga']",6,Positif
"['alvinda', 'kasihan', 'ternak', 'ayam', 'harga', 'jagung', 'mahal', 'harga', 'telur', 'hancur']",8,Positif
"['harga', 'telur', 'ayam', 'anjlok', 'syarief', 'hasan', 'jaga', 'stabilitas', 'harga', 'pangan', 'wakil', 'ketua', 'mpr', 'butuh', 'campur', 'tangan', 'perintah', 'jaga', 'usaha', 'gulung', 'tikar', 'usaha', 'rentan', 'gejolak', 'harga']",13,Positif
"['harga', 'telur', 'je', 'barang', 'baking', 'harga']",6,Positif
"['peras', 'harga', 'telur', 'tara', 'isnin', 'lepas', 'check', 'grade', 'rm']",4,Positif
"['harga', 'dedak', 'harga', 'jagung', 'harga', 'ayam', 'harga', 'telur', 'harga', 'makan']",11,Positif
"['waduuuh', 'protes', 'harga', 'telur', 'anjlok', 'waaah', 'paaraaah', 'wereng', 'cokelat']",-4,Negatif
"['cryptocurrency', 'sibuk', 'nak', 'regulate', 'harga', 'ayam', 'telur', 'makan', 'asasi', 'nak', 'regulate', 'bodoh']",7,Positif
"['ternak', 'telur', 'derita', 'harga', 'telur', 'bep', 'rencana', 'pabrikan', 'naik', 'harga', 'pakan', 'solusi', 'perintah', 'lambat', 'butuh', 'solusi']",4,Positif
"['harga', 'telur', 'nak', 'makan']",4,Positif
"['benarrr', 'seram', 'tgk', 'harga', 'telur']",-1,Negatif
"['tkp', 'menit', 'rumah', 'mmg', 'cari', 'perhati', 'ngomong-ngomong', 'ternak', 'sulit', 'harga', 'pakan', 'mahal', 'telur', 'murah']",5,Positif
"['guis', 'open', 'order', 'ekado', 'isi', 'telur', 'puyuh', 'balut', 'daging', 'ayam', 'isi', 'mozarella', 'harga', 'kpack', 'pcs', 'dom', 'malang', 'ongkos', 'kirim', 'via', 'shopee', 'mesan', 'dm']",-3,Negatif
"['harga', 'telur', 'ayam', 'daerah', 'anjlok', 'cianjur', 'terpantaunormal']",-3,Negatif
"['harga', 'telur', 'ayam', 'anjlok', 'wakil', 'ketua', 'mpr', 'negara', 'hadir', 'jaga', 'stabilitas', 'harga']",6,Positif
"['harga', 'telur', 'gred', 'rm', 'papan', 'koyak']",0,Positif
"['inti', 'senang', 'harga', 'telur', 'turun', 'oia', 'mas', 'harga', 'telur', 'turun', 'sebentar', 'harga', 'butuh', 'pokok', 'tahan', 'kemarin', 'harga', 'cabe', 'bamer', 'turun']",15,Positif
"['ternak', 'protes', 'harga', 'jagung', 'pakan', 'ternak', 'hrg', 'telor', 'daging', 'ayam', 'murah', 'tani', 'ttp', 'begitu']",-1,Negatif
"['cer', 'teka', 'harga', 'telur', 'grade']",3,Positif
"['moga', 'harga', 'telur', 'normaldiatas', 'bep', 'lagiberat', 'ternak', 'rakyat', 'harga', 'pakan', 'harga', 'telur', 'jatuh']",11,Positif
"['ternak', 'tekan', 'harga', 'pakan', 'harga', 'telur', 'jatuh', 'bawah', 'bep']",6,Positif
"['cost', 'ternak', 'relatif', 'harga', 'telur', 'anjlok', 'tidak', 'imbang', 'pasar', 'asumsi', 'mahal', 'harga', 'jagung', 'banyak', 'demand', 'ternak', 'anjlok', 'telur', 'ayam', 'telur', 'lebih', 'supply', 'telur', 'pasar']",-4,Negatif
"['mus', 'pening', 'kepala', 'nasib', 'harga', 'ayam', 'telur', 'situ', 'je', 'nak', 'duit', 'sikit', 'harap', 'ayam', 'daging', 'time', 'time']",-8,Negatif
"['harga', 'malang', 'beli', 'bakwan', 'malang', 'tumpuk', 'harga', 'nambah', 'jakarta', 'porsi', 'normal', 'rban', 'padang', 'murah', 'jogja', 'lauk', 'ayam', 'sm', 'telor']",0,Positif
