"score","text","klasifikasi"
0,"komoditas alami turun harga cabe merah keriting cabe rawit hijau cabe rawit merah bawang merah","Netral"
0,"dasar pantau harga pasar rakyat kota bandung harga ratarata butuh pokok jumat september komoditas alami naik harga telur ayam broiler ikan kembung","Netral"
-1,"thats harga ayam telur ayam players than feedstuffs imported nak expect padia kpdnhep letak harga siling ramai laaaa penternak ayam sederhana lingkup","Negatif"
0,"mbak gabah murah iling padi tutup efek harga bekatul imbas harga pakan ternak banding harga telur","Netral"
-1,"ternak buka buka picu anjlok harga telur","Negatif"
0,"harga bahan mahal telur kasi dikit","Netral"
0,"ternak poster bantu harga jagung wajar butuh pakan ternak kait komunitas ternak pribadi kelimpungan harga telur jatuh pakan mahal kasih sembilan bahan pokok","Netral"
0,"harga telur lorot ternak ayam kulon progo rugi baca jogja","Netral"
-1,"perintah gelem ngurusi receh koyo ngene ndor harga telur asline turun ndor cuman bareng harga jagung gila pakan ayam telur bahan jagung giling","Negatif"
1,"september penen benih telur gurami pokdakan mina jaya persada desa sumber agung camat sungai gelam kabupaten muaro jambi harga benih rp ekor","Positif"
0,"kafirnw harga telur terjun bebas kasihan ternak ayam telur","Netral"
-1,"kafirnw mmg kasihan ternak ayam telur harga telur murah","Negatif"
0,"dalem kinderjoy ambil harga kinderjoy mahal harga telur","Netral"
0,"harga telur ayam mahal nak mampus","Netral"
0,"mampus nganga je jenguk harga telur masuk jugak troli bagai ikut mmg nak","Netral"
0,"harga telur ayam naik nampak turun remember last year beli telur rm now last week harga telur literally same type brand harga rm","Netral"
-1,"telor asin ganti tempe itu range harga","Negatif"
1,"fess rate harga kotak gin dom jombang ngomong-ngomong kotak ayam telur asin mahal ku harga modal rban ku ngedumel buatin kasih harga","Positif"
-2,"saing ternak populasi kandang bawah ekor bingung buang telur serampang buang telur harga murah telur cepat angkat kandang harga pasar kontrol","Negatif"
0,"ternak ayam bantu sembilan bahan pokok segitunya jokowi susah harga pakan harga telur turun ternak level bantu sembilan bahan pokok bantu ternak kasih sembilan bahan pokok","Netral"
1,"paham harga telur turun ayam kasih makan resiko","Positif"
0,"harga telur ayam jeblok ternak cerita kelimpungan harga pakan lonjak","Netral"
1,"pempek radial asli palembang pempek lem telor lenjer ada lenjer kulit paket harga jangkau minat order dm","Positif"
1,"blitar barometer harga produk ternak harga telur ayam ayam daging ikan koi lele minta harga jagung ternak turun pemrotes blitar pres jokowi kabul nikmat ternak seindo","Positif"
0,"tgk harga telur ayam skarang kaw atus menteri bodo tido kawal harga","Netral"
0,"coba harga soto rebu lauk depan ambil sate telor puyuh lipat rebu not rilet nemu sate rebu not rilet sekaliii","Netral"
-2,"pakan jagung harga jagung auto pabrik pakan naik harga pakan sisi harga jual telur drop minta turun serba salah","Negatif"
0,"pakai kupon potong harga hasil tanam telur pas checkout muncul daftar kupon","Netral"
1,"hitunganya pakai minimum harga pasar telur hitung lele ribu ketemu juta bulan pendaptan bersih harga pasar fluktuatif telur asin harga depan potensi profit","Positif"
-2,"harga telur ayam kulon progo anjlok ternak khawatir ancam gulung tikar tribun jogja","Negatif"
1,"jk jamet kuproy usia telur matang harga mati suka telur masak","Positif"
-1,"syahrul yasin limpo harga cabai harga telur ayam nga becus kalah strategi tengkulak pasar","Negatif"
0,"harga ayam harga telur menteri sibuk market survey harga test kit covid busy busy busy ngalahkan pochi","Netral"
0,"harga aym telur aym gred biji rm rm je bertabahla","Netral"
-1,"syahrul yasin limpo tidak mampu tan piawai tidak mampu kelola harga panganharga ecer rendah tinggi planga plongo harga cabai impor cabai harga telur ayam harga pakan ayam","Negatif"
0,"telur cokk harga rm nasi putih salad lepastu ayam bistik pulak telur delivery area mantapp","Netral"
0,"ayam bistik telur korang rileks harga rm nasi putih telur lauk ayam bistik","Netral"
-3,"beli nasi goreng telor ceplok pinggir jalan goba ribu anjing dijkt kaget banget beli harga ken banget gaji jakarta harga makan jogja uhhh mimpi","Negatif"
4,"enak telur muda teman ku banget doyan rate kuah sebenernya soto sby nyoba cuman fav bagi tapak siring djayus tapak siring cek harga yak","Positif"
-1,"anjing harga telur beras sederhana","Negatif"
-1,"ternak ayam bal keluh turun harga telur akibat rugi fer","Negatif"
-1,"coba mikir ala ternak ditangkapharga jagung rbbiaya produksi xharga pkn rbharga telur rbrb rugi perkg perharisemakin produksisemakin rugitinggal tunggu video telur dibantingdibuang","Negatif"
-1,"serbu harga pakan mahal telur anjlok ternak daerah gulung tikar","Negatif"
-1,"ada sobat rasa sabar sob moga harga telur buat ternak ayam alami rugi aamin","Negatif"
-1,"fess open order ekado isi telur puyuh balut daging ayam isi mozarella harga kpack pcs dom malang ongkos kirim via shopee mesan dm","Negatif"
-2,"id patok harga telur kisar jagung kisar kg harga normal tidak apa harga jagung mahal harga telur atas bep ternak bangkrut pelik terna pangan","Negatif"
0,"terkadang sesuai fakta dilapangankata harga telur jatuh level rbkgtapi fakta jual rbkgkita belanja","Netral"
0,"harga telor ayam","Netral"
-1,"harga telur anjlok ternak beli pakan harga harga pakan harga jagung level rpkg jagung bahan pakan pokok pakai persen","Negatif"
1,"telur ayam curah kg murah tingkat konsumsi baca berita harga pakan turun","Positif"
-1,"harga telur ayam anjlok ribu kilogram radar banyumas","Negatif"
0,"harga telur anjlok ribu kilo ternak bagi telur gratis warga silah ambil kandang","Netral"
-2,"harga jual telur ayam anjlok rangkak ramadhan minta telur ayam daerah indonesia naikkini usaha ternak ayam gigit jari anjlok harga jual telur ayam","Negatif"
0,"sebab harga telur turun ternak buang stok","Netral"
0,"minim minta telur daging ayam solo raya harga telur daging ayam solo raya anjlok ramadan kemarin tembus rp kilogramnyakini harga jual telur ayam solo raya rupiah","Netral"
-1,"guis open order ekado isi telur puyuh balut daging ayam isi mozarella harga kpack pcs dom malang ongkos kirim via shopee mesan dm","Negatif"
0,"buna tinggal mana harga telor gulung","Netral"
0,"menteri tani sebab utama turun harga telur ayam daging ayam pasar turun minta masyarakat komoditi pangan hewani pandemi raya idul fitri idul adha","Netral"
-1,"ternak jerit minggu panjang ppkm level harga ayam telur nyungsep","Negatif"
-3,"asosiasi usaha terna unggas indonesia keluh anjlok harga jual daging telur ayam jalan apes harga jual pakan ayam terus alami lonjak hargadi khawatir ternak ayam bangkrut","Negatif"
0,"kaget martabak isi martabak suroboyo beli harga tumpuk tipis isi telor bebek pakai telor daun bawang daging cincang hasil bantal tebel","Netral"
0,"asa harga telur pasar kg","Netral"
0,"start harga dedak je ayam telur pakai telur harga domino effect","Netral"
-1,"harga jual telur ayam solo raya pek alami turun harga telur ayam rangkak ramadhan kemarin berandol harga murah rp kilogramnyahal ternak ayam rugi","Negatif"
-1,"harga telur ayam jatuh ternak ngamuk","Negatif"
-1,"ternak ayam keluh harga pakan harga telur daging merosot","Negatif"
2,"bantu ternak beli jagung harga pasar telur ayam anjlok biaya pakan stabil pakan baik ayam telur jawab jagung ternak ayam telur teriak jagung","Positif"
-2,"harga telur anjlok ternak ayam boyolali rugi tombok rp juta","Negatif"
1,"pempek radial asli palembang pempek lem telor lenjer ada lenjer kulit paket harga jangkau minat order dm","Positif"
0,"ternak membagibagi gratis telur masyarakat anjlok harga telur ayam","Netral"
-1,"seram jenguk harga ayam ayam maha harga telur ayam pon confirm bahan basah harga jugak","Negatif"
0,"harga telor mahal","Netral"
0,"harga telur blitar pagi transaksi siang sore kira bep","Netral"
1,"fess harga kasih daging ayam seger majikan maemnya preayam ingkung alias telor","Positif"
-2,"harga telur anjlok buruk ternak gigit jari","Negatif"
0,"ternak ayam telur telur ayam harap perintah presiden jokowi bantu ternak harga sedia pakan","Netral"
-2,"bujang wajib beli beli jugak tahun beli functioning well goreng telurkukus masak megi nasi lekat recommended berbaloi harga","Negatif"
-1,"ternak ayam tasikmalaya keluh anjlok harga telur pasar harga telur turun harga pakan ayam alami naik","Negatif"
-1,"kpdnhep pandang serius naik harga ayam telur pantau gera harga status bekal barangan","Negatif"
0,"mar wl yuuuk gaez akun ramai daftar harga telor ayam terjun bebas telor ayam","Netral"
-1,"pm lepas siasat harga ayam telur canak siasat harga ayam telur","Negatif"
1,"ratamengarang dehdi lauk bayar sekali harga bahan pokok daerah samagak nasiayamtelurdan lauklainya jual harga kaya jawakan hitunganya","Positif"
0,"mamang mamang telor curhat harga telor jatoh banget gulung tikar daya beli telor turun produksi telor tetep harga turunin","Netral"
-1,"maleh nak ambik port isu gelar docpuan nak beli makan murah panggil je makcik kedai makan muka konfiden harga nasik lauk ayam campur telur","Negatif"
-1,"anjlok harga telur syarief hasan butuh campur tangan perintah jaga langsung usaha","Negatif"
-1,"harga telur anjlok ternak ayam jerit","Negatif"
-1,"ternak ayam tasikmalaya keluh anjlok harga telur pasar harga telur turun harga pakan ayam alami naik","Negatif"
0,"mar wl yuuuk gaez akun ramai daftar harga telor ayam terjun bebas telor ayam","Netral"
0,"warung harga telur ayam kampungnegri kbiji mahal banget","Netral"
0,"el emang angelpeternah ayam mita harg jagung turunpetani jagung harga saat harga ayam telor tinggipeternak diem bae konsumen ngeluh harga ayam telor angel opo oraa","Netral"
-2,"jagung jagung impor closed niat naikin income tani jagung ternak rebut adu bagong big guy pabrikan pakan sisi harga pakan stok telor ternak tumpuk harga anjlok curhatan ternak layer","Negatif"
0,"bagai informasi harga telor ayam minggu kilo turun ribu banding minggu","Netral"
-1,"butuh campur tangan perintah tengah anjlok harga telur pasar via surabaya kota","Negatif"
1,"cari harga telur ayam murah cek jawab","Positif"
-1,"ternak ayam jerit harga telur anjlok tolong tangkap dach","Negatif"
-1,"harga ayam je harga telur ayam raya beli papan telur gred rm mcm papan cecah rm pening kepala bakers mmg hari berpapanpapan telur ayam","Negatif"
0,"sen telordaerah bojong gede deket stasiunchat yaatau tokoharga rbkgwa","Netral"
-1,"tolong bantu harga pakan mahal harga telur anjlok nutup pakan","Negatif"
0,"pkp harga telur gred papan rm now rm papan wlaupun tescomydin butter margerine harga serap rugi sikit untk kekalkn harga janji customer puas","Netral"
1,"nunggu demand ayamdantelur bangun mukim vertikal kota banyak teknologi scale up harga konstruksi tekan korban kualitas","Positif"
0,"mar wl yuuuk gaez akun ramai daftar harga telor ayam terjun bebas telor ayam","Netral"
0,"bubur ayam bang ros rosikin cideng timur petojo selatan camat gambir jakarta pusat patok domino pizza cideng harga bubur sate telor puyuh jam operasional mangkal jam habis repost lapermelulu","Netral"
-3,"harga telur ayam jakarta anjlok pecah rekor rendah halaman all","Negatif"
-1,"pandang dagang pasarkuncinya petaniklo tani makmur daya beli naikkalaupun sisi ternak mahal harga pakan naik harga kebel barangklo kondisi pasar skg susah telor rban murah mambek","Negatif"
-3,"emang harga telor rbsy jual telor harga grosir kgsebenarnya imbas ppkm seri sinema elektronik episode nyambung trusplus tambah pasar sepi imbas kemarin panen padi rugi sisi hargath emang parah","Negatif"
0,"gilasemalam telur ayam gred rmsebelum pm umno harga rmsemua barang nampak hargakeluarga malaysia nampak sengsara","Netral"
-1,"harga telur anjlok harga nasi telor","Negatif"
-1,"hati berfikir senang harga telur turun beli sisi ternak ayam jerit harga pakan rumah ayam kampung campur sayur sm bekatul pandemic efek","Negatif"
-1,"ternak ayam jerit harga pakan harga telur anjlok","Negatif"
0,"jim murah telur kecilkecil sekira nok rp ribu butir kilo sekira rp ribu standar telur butir harga rp ribu telur jual package","Netral"
1,"mar wl open promote harga telor ayam terjun bebas mar wl telor ayam","Positif"
0,"dyx harga telur ayam turun","Netral"
-2,"dyx solusi ternak rugi tani harga telur ibumas jual martabakowner wartegdll gilir protes","Negatif"
0,"didu harga telur ternak pakan lambung nasibbbb naaib","Netral"
-2,"blitar ternak layer harga telur bawah hpp rugi bulan inj","Negatif"
-3,"harga telur ayam jakarta anjlok pecah rekor rendah","Negatif"
1,"pempek radial asli palembang pempek lem telor lenjer ada lenjer kulit paket harga jangkau minat order dm","Positif"
0,"tompi saat harga jagung pakan ayam mahal hary telur murah mingkemtapi gilir ternak tolong presiden bawa poster tangkap sorot mediamereka teriak olah bela ternak waras","Netral"
-1,"bantu ternak beli jagung wajar harga telur anjlok bahan baku pakan jagung mahal blitar terna ayam telur distribusi indonesia","Negatif"
1,"mar wl open promote harga telor ayam terjun bebas mar wl telor ayam","Positif"
1,"open promote harga telor ayam terjun bebas mar wl telor ayam","Positif"
-1,"mahal bethol harga ayam harga telur pon kejut","Negatif"
0,"mar wl yuuuk gaez akun ramai daftar harga telor ayam terjun bebas telor ayam","Netral"
-3,"astu duduk prihatin harga barang mentah ayam harga sotong kilo ringgit ikan selar kuning beli econsave pasar bandar takde jual ikan selar telur harga minyak saji ringgit bapak adulthood","Negatif"
0,"harga telur mmg ubah boss xtau faktor niaga mmg harga telur camtu time maha btol spapan","Netral"
0,"mar wl ramai yuuukkkkk telor ayam harga telor ayam terjun bebas","Netral"
2,"warga baca sulit mk konsumsi telur tingkat selagi harga telur murah perintah daerah gera konsumsi telur ternak jagung harga wajar nila tani untung ternak jagung tugas","Positif"
0,"yuuuk gaez akun ramai daftar harga telor ayam terjun bebas telor ayam","Netral"
1,"iyah konsumen telur senang harga bilang murah beli tugas perintah kaya gin berat","Positif"
0,"ternak ayam telur blitar ternak demo harga telur anjlok pakan ayam mahal bagai informasi blitar kota besar hasil telur ayam ras pengaruh harga telur indonesia","Netral"
-2,"jagung emang mahal bangettt obat pakan harga telur rendah turun","Negatif"
-1,"niqmat bosque harga telur anjlok","Negatif"
-1,"henti ternak suplai telur turun harga telur gilir emak emak protes","Negatif"
1,"pening ayam niaga ringgit once harga ayam telor nak cakap","Positif"
-1,"hubung harga crypto turun makan lauk telor goreng","Negatif"
-1,"harga telur cabe turun drastis emak tega belanja telor cabe segitu murah kabar harga petan emak","Negatif"
0,"jamur bumbu hipotesa kol goreng telor kecap ayam suir kombinasi dancow blender spaghetti sunda keju aroma culture shock pas nyampe nangor makan ajaib pas jakarta shock nemu makan harga gin","Netral"
0,"harga telur tipis","Netral"
-2,"heuheuheu harga telur ribu harga pakan tingkat pesat minggu harga segitu ternak kandang roboh","Negatif"
0,"layan makan tingkat harga makanorghari kisar sd makan harga sgni jadwal daging ayam telur ikan laut ikan asin tempe kacang nasi air minum","Netral"
0,"gin saudara laki ayam daging emg pakan pabrikan ayam telur pakan pakan pabrikan pakan campur dedak jagung mineral blitar sentra ayam telur harga jagung harga telur murah puyeng ternak","Netral"
0,"tolonng harga telor hancurharga pakan mahal","Netral"
1,"mamah ternak feel pakai banget harga telur suka turun banding harga pakan","Positif"
2,"gsp baca gin panen jagung bagus pakan ternak mahal harga telur banding correct me if im wrong","Positif"
0,"negeri asal sumbar harga kalo pakai telor dadar doang ampera jual kampus","Netral"
1,"mar wl open promote harga telor ayam terjun bebas mar wl telor ayam","Positif"
-1,"harga check ubah since years ago telur gred rm minyak masak nak rm lepas beli telur gred rm je turun","Negatif"
-2,"suara ternak budharga telur jatuh harga jagung mahalyg ternak sambatmengeluhapalagi blitar sentra peternakapalagi ternak skala kecilmakin derita","Negatif"
1,"mar wl daftar harga telor ayam terjun bebas mar wl telor ayam","Positif"
2,"ternak harga pakan murah tani harga jagung mahal karyawan pabrik pakan ternak gaji bagus dagang harga telur murah jual untung dikit konsumen harga murah untung ketemu bodoh","Positif"
0,"mar wl yuuuk gaez akun ramai daftar harga telor ayam terjun bebas telor ayam","Netral"
1,"tolong presiden harga telur mampu beli telur beli telur jual konsumen harga murah terimakasih fadlizon","Positif"
0,"harga telor murah nichhhh","Netral"
-1,"pinter dagang ternak telur syarif beli harga telur bawah kg nyuruh perintah naik harga telur syet","Negatif"
-3,"pakan mahal harga telur anjlok rugi perhati perintah demo protes cuman anggap nyanyi","Negatif"
3,"akbar ternak ayam indonesia tahan kcl bantu perintah perihal pakan harga telur rp ribukg harga jagung rp plus protein dan lain jagung jk beli pakan pabrikan kg harga telur skr layak deregulasi","Positif"
-2,"tangkap jerit ternak ayam tengah anjlok harga daging ayam telor sebab tanggung rugi","Negatif"
0,"beli telur kg rp harga telur turun","Netral"
1,"mar wl open promote harga telor ayam terjun bebas mar wl telor ayam","Positif"
1,"open promote harga telor ayam terjun bebas mar wl telor ayam","Positif"
-1,"ternak ayam telur turun bawah bep kabar ternak ayam broiler harga turun minggu","Negatif"
-2,"tolong bahas ternak ayam telur rugi akibat harga pakan mahal harga telur anjlok","Negatif"
-1,"harga telur anjlok agen kkg martabak telor homade","Negatif"
0,"telur harga barang baking barang harga","Netral"
-2,"alvinda kasihan ternak ayam harga jagung mahal harga telur hancur","Negatif"
-1,"harga telur ayam anjlok syarief hasan jaga stabilitas harga pangan wakil ketua mpr butuh campur tangan perintah jaga usaha gulung tikar usaha rentan gejolak harga","Negatif"
0,"harga telur je barang baking harga","Netral"
-1,"peras harga telur tara isnin lepas check grade rm","Negatif"
0,"harga dedak harga jagung harga ayam harga telur harga makan","Netral"
-2,"waduuuh protes harga telur anjlok waaah paaraaah wereng cokelat","Negatif"
-1,"cryptocurrency sibuk nak regulate harga ayam telur makan asasi nak regulate bodoh","Negatif"
-2,"ternak telur derita harga telur bep rencana pabrikan naik harga pakan solusi perintah lambat butuh solusi","Negatif"
0,"harga telur nak makan","Netral"
-1,"benarrr seram tgk harga telur","Negatif"
-1,"tkp menit rumah mmg cari perhati ngomong-ngomong ternak sulit harga pakan mahal telur murah","Negatif"
-1,"guis open order ekado isi telur puyuh balut daging ayam isi mozarella harga kpack pcs dom malang ongkos kirim via shopee mesan dm","Negatif"
-1,"harga telur ayam daerah anjlok cianjur terpantaunormal","Negatif"
0,"harga telur ayam anjlok wakil ketua mpr negara hadir jaga stabilitas harga","Netral"
0,"harga telur gred rm papan koyak","Netral"
2,"inti senang harga telur turun oia mas harga telur turun sebentar harga butuh pokok tahan kemarin harga cabe bamer turun","Positif"
-1,"ternak protes harga jagung pakan ternak hrg telor daging ayam murah tani ttp begitu","Negatif"
0,"cer teka harga telur grade","Netral"
-1,"moga harga telur normaldiatas bep lagiberat ternak rakyat harga pakan harga telur jatuh","Negatif"
-2,"ternak tekan harga pakan harga telur jatuh bawah bep","Negatif"
-2,"cost ternak relatif harga telur anjlok tidak imbang pasar asumsi mahal harga jagung banyak demand ternak anjlok telur ayam telur lebih supply telur pasar","Negatif"
0,"mus pening kepala nasib harga ayam telur situ je nak duit sikit harap ayam daging time time","Netral"
-2,"harga malang beli bakwan malang tumpuk harga nambah jakarta porsi normal rban padang murah jogja lauk ayam sm telor","Negatif"
-1,"harga telur ayam anjlok atas usaha rugi gulung tikar perintah hadir jaga stabilitas harga pangan dpr","Negatif"
0,"harga ayam telur telur ripple effect","Netral"
-1,"harga telur rm jual telur jela lepas","Negatif"
-1,"vessel kawan ternak telur menuhin butuh telur negara daerah aduh harga masyarakat berat","Negatif"
-1,"bahas telur harga telur posisi rumah tangga neng harga butuh pokok turun ternak telur berat tugas perintah senang rakyat","Negatif"
-3,"sure harga kosong sardin mahal assume sardin ngomong-ngomong kedai melayu cer tgk harga telur ayam skrang mahal ramai komplen","Negatif"
0,"telor ayam kecoh harga telor reban ayam je ubah","Netral"
-1,"tani ternak harga pakan jagung mahal harga telur ndlosor jual telur rugi ternak rasa","Negatif"
0,"sebel negatipan egois irt neng harga telor turun harga telur emang turun pas turun gin beli pas beli","Netral"
0,"hrga bahan makan ternak siat range hrga mahal jangkau pepet harga telur jatim kota produksi telur diri tuluagungblitar hrga jual bb telur ngotak nutup hrga pakan cri untung kg cma","Netral"
-1,"harga telur anjlok","Negatif"
-1,"gsp pasar utama jakarta serap telur turun garagara efek ppkm lanjut suro tambah harga pakan akibat ternak jual kandang","Negatif"
-1,"harga jagung harga telur hancur ternak rakyat jepit","Negatif"
0,"harga telur ayam anjlok syarief hasan jaga stabilitas harga pangan","Netral"
0,"akibat harga anjlok ternak perempuan bagibagi telur gratis duafa","Netral"
1,"bismillah rabu sjaifoedin sjoekri luhkan rau kolam ratno lurah telur bayur damping panen ikan patin jaring tancap kg luas ukur gede rasa harga rp kg","Positif"
1,"berita harga cabai anjlog harga telur beberapa daerah anjlog tani ternak rugi biaya produksi banding harga jual salah komponen tahan pangan stabilitas tugas stabilitas harga","Positif"
0,"telor gulung gaenak harga priceytapi jual oshi","Netral"
2,"masak lemak cili api telur itik suka masakan niselain pucuk pakusesuai mkn tghari ikan pelata masinboleh masak sb bela itik telurbahkan jual biji pg harga sen biji suka masak","Positif"
0,"ye naik harga ayam mentah telur elak harga dedak penternak paksa naik harga raja pantau harga dedak naik impak rantai makan","Netral"
0,"harga telur ayam ras jakarta ratarata alami turun rabu banding hari","Netral"
1,"bicara kaya telor harga turun minggu beli telor kemarin telor kilo atas kilo harga rendah tahan","Positif"
-3,"harga telur ayam jakarta anjlok pecah rekor rendah","Negatif"
-1,"patut beli telur mahal gila harga mahalgaji nak survive ekonomi teruk covid","Negatif"
-2,"outdated bab harga telur malam konfiden duit rm wallet nak pergi beli sardin telur pesan last cucuk duit segan nak rumah duit","Negatif"
-1,"harga telur ayam daerah anjlok kota bogor rp ribu","Negatif"
-3,"ternak beli jagung harga wajar harga telur rendah untung kandang ayam cucuk ayam pakan mati gelisah","Negatif"
0,"taun harga segituan wae harga telur ikut","Netral"
1,"bunda kaya store alat cetak telur motif unik set silver alat cetak telur motif egg mold buat stainless steel cetak harga rp produk original klik beli produk","Positif"
-4,"berat tugas perintah presiden satu sisi ternak sedih harga telur nyungsep rumah tangga neng banget harga telur turun nyetok kg minggu keluarga","Negatif"
0,"gsp harga telur tempat blitar kg kemarin lusa kkg","Netral"
-1,"harga jagung emang gila ternak skala rasa banget impact output terna kyak telur harga","Negatif"
0,"telur ayam pon harga harga ayam rip wallet","Netral"
0,"malam kat pasar kor letak harga rm ayam mahal telur tgh mahal speedmart telur biji harga rm mcm rm ayam kat giant rm rm kilo","Netral"
0,"harga telur area smalam rm","Netral"
0,"harga telur kg kg","Netral"
1,"pempek radial asli palembang pempek lem telor lenjer ada lenjer kulit paket harga jangkau minat order dm","Positif"
-1,"harga jagung kg harga segitu bep telur ayam kg nowadays egg kg kg every month farmers rugi almost minggu populasi ayam ekor","Negatif"
-2,"harga turun ribukg ternak rugi pol tikus mau harga telur turun ribukg kasi ternak harga telur ayam anjlok ternak gresik pilih bagi kilogram telur jalan via","Negatif"
0,"harga ayam telur harga dedak ayam dedak kucing harga","Netral"
0,"harap sayur harga nak makan telur telur harga","Netral"
-1,"automatik harga telur harga telur saiz raya puasa rm traysarang rm majoriti bakers pening kepala naik harga","Negatif"
-1,"bayang jagung konsentrat katul sdangkan harga telur ribu bawah ribu butuh angsur beli beras sdah blan","Negatif"
-2,"dirs ternak rakyat daging telur sdg susah ternak telur harga jual telur hancur harga jagung","Negatif"
-4,"miris negeri protes buang telor salah protes pakai poster salah ternak sdah cekik harga pakan harga telur butuh makan bayar ansuran","Negatif"
-1,"bang ternak ngempet harga jagung pakan harga telur hancur ancuran nahan sampek gulung tikar","Negatif"
0,"gsp alam keluarga ternak ayam telur blitar harga telur murah ppkm pakan ayam nggk wajar","Netral"
0,"kasih harga telur anjlok","Netral"
0,"berita harga telor turun ribu kilo keinget debat dosen gara gara harga ayam potong survey bapak ngotot banget","Netral"
0,"official harga telur turun sen tuan tuan","Netral"
0,"polri terna harga jagung mahal harga telur ambleg","Netral"
-1,"bps blitar diri mogok embuh palagi harga pakan mahal harga telur murah","Negatif"
0,"harga telur ayam anjlok syarief hasan jaga stabilitas harga pangan","Netral"
-3,"harga telur jatuh ternak ayam tangkap kejam bengis rezim jokowi dikit ngamuk","Negatif"
0,"tua ku anak makan telur harga ikan mahal hubung mamak kapau tau eunak masakan gaktau orgtua makan saudara mewah kerja dagang keliling","Netral"
-1,"daerah blitar ternak berat harga jagung harga telur turun aparat","Negatif"
1,"malam mesej menu tarik dtgorder upsell bilis telur air profit kat menu rare sedap push harga upsell profit simpan database blast promo minggu","Positif"
0,"sorot turun harga telur syarief perintah cari solusi","Netral"
-2,"jagung sentrat tidak apa harga telur atas bep kandang angka bep tahan kenyang anak kandang keluarga lapar","Negatif"
1,"beli indomie varian hari total butuh bungkus harga indomie kuah murah asli sisa belikan beras kilo sisa beli telurtempe","Positif"
-2,"gsp resah ternak diblitar masharga telur turunsementara harga jagung lambung tinggisemua sambatmengeluhapalagi ternak kelas","Negatif"
0,"harga telur harga rp kg turun level rp ribukg","Netral"
0,"didu tangkap gaji rakyat keluh ternak harga pakan harga telur turun","Netral"
0,"ternak ayam harga jagung emg nyesek pakan mahal harga jual telur murah","Netral"
-1,"tuntut ternak kakak perempuan harga telur jatuh harga pakan jagung mahal","Negatif"
-2,"tani ternak susah diblitar ternak bangkrut harga jagung kharga bekatul harga konsentrat ksedangkan harga telur langsung terus ternak jual","Negatif"
0,"harga telur turun kayanyapetrnak gin sambat mengelluh","Netral"
3,"kebel pangan subsidi kartu kjp plus lumayan nebus harga beras telur ayam daging harga murah riah stok beras aman pandemi emak pusing","Positif"
-1,"takut kait nnt telur ayam harga telur jgk tertawa mkn ayam skali beli ayam potong jari je mkn ketul tertawa","Negatif"
-1,"harga ayam mmg tekan hidup mmg makan nasik kicap je lakaya sikit telur goreng tertawa sayur kangkung","Negatif"
-1,"assalamualaikum tolong aspirasi kumpul ternak ayam telur blitarusaha teman rugi gegara harga jual telur harga pakan seimbangharga bahan baku pakan mahal ampun","Negatif"
0,"kemarin pas ditangkep tuju mama ternak harga telur pakan words not provocative all bilang alus","Netral"
0,"harga telur hancurkg tingkat peternakkl ecer kg","Netral"
-1,"syarief hasan sorot anjlok harga telur ayam harga rp ribukg turun level rp ribukg","Negatif"
1,"enak nasi padang nasi padang telur dadar makan harga","Positif"
-1,"hitung pakai pakan pabrikan harga pakan rp kg faktor ali hpp ketemu rp harga jual telur kandang rp hasil minus rp","Negatif"
-1,"condiment anjing pdhl rm harga telur dadar pantang makan lidah kasek mang","Negatif"
0,"kemarin jokowi bantu ternak beli telor telor turun jokowi suruh beli jagung harga wajar emang jkw dagang","Netral"
-1,"acu komposisi selfmix pakan ayam telur jagung konsentrat dedak ketemu harga rp kg faktor ali ketemu hpp telur rp kg harga telur kandang rp kg minus rp kg telur","Negatif"
-1,"enci tani jagung ternak ayam telur sambat tolong harga jagung jangkau pakan saat harga telur anjlok bulan","Negatif"
0,"wakil ketua mpr syarief hasan perintah turun tangan cari solusi harga telur ayam batas wajar","Netral"
1,"baca poster beli jagung stabil harga jagung ternak krna jagung pakan ternak harga mahal harga jual telur jatuh","Positif"
0,"berita harga telur ayam tinggi ribu tulis ribukg issshhh","Netral"
0,"harga telur ayam anjlok syarief hasan negara hadir jaga stabilitas harga","Netral"
-1,"madura nasi kuning ikan ayamtelur dadar iris serundeng sambel harga ribu sarap makan porsi beli harga nasi campur amboina ribu puas nasi campur harga ribu kenyang","Negatif"
-1,"budy anjlok banget harga telur turun","Negatif"
-1,"makan malam langgan mie goreng nasi goreng sebrang hotel inaya bay harga ribu lumayan keroncong malemmalem kadang beli kebab harga ribu pakai keju telur ribu","Negatif"
0,"alghozali kemarin beli telur harga kg","Netral"
2,"harga telur turunibu senang pas beli ayam harga naikgajadi senang","Positif"
0,"blitar ternak ayam telur besar harga telur turun hrg pakan cenderung perhati ternak nasib tangkap video trsbt","Netral"
-1,"keluh ternak ayam telur harga jagung aku bijak salah tata niaga jagungini sikap gagahgagahan tan periode lalusementara perintah hilang akal hadap kartel industri ayam hulu hilir","Negatif"
1,"madura kost start kost bagus kamar mandi biaya makan makan lalap telor sotoesteh sate bijinasilontong harga nasi campur banyakk murah wkkw atas makan","Positif"
-1,"tani ternak ayam bantu beli jagung harga telur hancur harga pakan mahal","Negatif"
0,"polri ngenes suara tangkap faktane cek harga jagung pakan ayam sisi harga telur turun ngomong-ngomong protein telur bagus loo jaga stamina tubuh demi","Netral"
